transaction_id,invoice_number,transaction_date,transaction_time,transaction_status,store_id,store_name,store_location,store_type,store_size_sqm,district_id,district_name,postal_code,customer_id,customer_name,customer_email,customer_loyalty_status,product_id,product_name,product_category,product_subcategory,product_brand,product_department,supplier_id,supplier_name,quantity,unit_price,base_price,discount_rate,discount_applied,total_amount,tax_rate,tax_amount,payment_method,sales_staff_id,sales_staff_name,promotion_id,promotion_name
0828221d-432d-46b4-ae1c-c8d4968b2a8d,INV-22219,2025-02-20,13:44:51,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,,Klaus Schmidt,klaus.schmidt@web.de,Silber,27,Rimowa Makeup 1,Beauty,Makeup,Rimowa,Health & Beauty,1,Deutsche Waren GmbH,1,96.81,96.81,0.0,False,96.81,0.19,18.39,Bargeld,8,Mitarbeiter 8,1.0,Promotion 1
cb3aefe2-4646-4421-ac63-c9bccf7981d7,INV-37884,2024-11-06,05:49:04,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,22.0,Kai Müller,,Silber,43,Unilever Seasonal 1,Miscellaneous,Seasonal,Unilever,,3,Global Imports Ltd.,1,139.3,139.3,0.0,False,139.3,0.19,26.47,Bargeld,6,Mitarbeiter 6,5.0,Promotion 5
809de748-5f6a-4e6d-9804-8a261ffe30cc,INV-50499,2024-12-15,20:12:41,Completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,18.0,Alex Weber,alex.weber@gmail.com,Platin,37,Puma Bakery 1,Food,Bakery,Puma,Food & Beverage,3,Global Imports Ltd.,1,218.72,218.72,0.0,False,218.72,0.19,41.56,Gutschein,5,Mitarbeiter 5,3.0,Promotion 3
50143041-3301-4273-a544-43c9753c7c7d,INV-84395,2024-11-08,14:33:56,Completed,1,OEZ München,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,10.0,Kai Schneider,kai.schneider25@gmx.de,,15,Copy of H&M Footwear 1,Clothing,Footwear,H&M,Fashion,1,DW GmbH,2,216.75,216.75,0.0,False,433.5,0.19,82.36,Bargeld,6,Mitarbeiter 6,,
5285ecb8-d66b-4d71-b72a-9769d12bd3c2,INV-97442,2025-02-26,14:52:55,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,18.0,Alex Weber,,Platin,29,Samsung Fragrance 1,Beauty,Fragrance,Samsung,Health & Beauty,1,DW GmbH,2,11.02,11.02,0.0,False,22.04,0.19,4.19,Mobile Zahlung,10,Mitarbeiter 10,,
6abd36ba-5694-45ae-b78a-4cf1b8955957,INV-67176,2024-10-23,16:22:38,completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,14.0,Andreas Weber,andreas.weber@outlook.com,,28,Copy of Braun Makeup 2,Beauty,Makeup,Braun,Health & Beauty,1,DW GmbH,1,-51.77,69.03,1.75,False,-51.77,0.19,-9.84,EC-Karte,6,Mitarbeiter 6,1.0,Promotion 1
ae013431-7b5d-4d3f-97f9-7d5b8548b3e6,INV-62487,2025-01-25,10:59:55,Completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,27.0,Kim Fischer,kim.fischer@gmx.de,Bronze,19,Nivea Furniture 1,Home,Furniture,Nivea,Home & Living,1,Deutsche Waren GmbH,1,50.64,50.64,0.0,False,50.64,0.19,9.62,Bargeld,2,Mitarbeiter 2,5.0,Promotion 5
d4f14ed2-0efa-4bb8-8056-a38ecf53d0ac,INV-32740,2024-12-13,22:24:59,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,5.0,Andrea Weber,andrea.weber55@gmx.de,Silber,33,H&M Delicatessen 1,Food,Delicatessen,H&M,Food & Beverage,2,EuroDistribution AG,2,51.58,67.87,0.24,True,103.16,0.19,19.6,EC-Karte,3,Mitarbeiter 3,,
2cacdefa-50b3-446f-b66b-fca26ccbe7f2,INV-71462,2024-11-14,16:59:25,Completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,30.0,Kim Fischer,kim.fischer@gmx.de,Bronze,18,Copy of Miele Kitchen 2,Home,Kitchen,Miele,Home & Living,1,DW GmbH,1,145.43,145.43,0.0,False,145.43,0.19,27.63,Bargeld,6,Mitarbeiter 6,1.0,Promotion 1
78973b80-2ac2-4bcf-9079-9b19474333d8,INV-15376,2024-10-23,22:22:57,Completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,30.0,Kim Fischer,kim.fischer@gmx.de,Bronze,29,Samsung Fragrance 1,Beauty,Fragrance,Samsung,Health & Beauty,1,DW GmbH,1,8.71,11.02,0.21,True,8.71,0.19,1.65,MOBILE ZAHLUNG,9,Mitarbeiter 9,,
ecb09dfd-f23c-42fc-8a44-03fb6d0edfb6,INV-89928,2024-12-10,16:42:53,Completed,4,Hofstatt München,Sendlinger Straße 10,CITY CENTER,15500,1,Altstadt-Lehel,80331,4.0,Mika Weber,mika.weber4@gmx.de,Silber,29,Samsung Fragrance 1,Beauty,Fragrance,Samsung,Health & Beauty,1,DW GmbH,1,11.02,11.02,0.0,False,11.02,0.19,2.09,EC-Karte,8,Mitarbeiter 8,,
9bd816fa-a1f3-4468-b8a2-c94fb61fefd0,INV-55851,2024-12-26,09:36:10,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,4.0,Mika Weber,mika.weber4@gmx.de,Silber,32,Copy of Nike Haircare 2,Beauty,Haircare,Nike,Home & Living,3,Global Imports Ltd.,2,265.6,265.6,0.0,False,531.2,0.19,100.93,Gutschein,6,Mitarbeiter 6,2.0,Promotion 2
d1e9b402-b4a2-4511-9112-eb97d79abfec,INV-12389,2024-11-06,00:47:25,Completed,1,OEZ München,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,,,,,20,Rimowa Furniture 2,Home,Furniture,Rimowa,Home & Living,1,DW GmbH,1,252.44,252.44,0.0,False,252.44,0.19,47.96,Gutschein,7,Mitarbeiter 7,,
089caa6a-5fa7-407a-b937-3809baaf274d,INV-30218,2025-04-02,09:38:45,Completed,4,Hofstatt München,Sendlinger Straße 10,CITY CENTER,15500,1,Altstadt-Lehel,80331,9.0,Alex Müller,alex.müller@gmx.de,Silber,10,L'Oréal Men's 2,Clothing,Men's,L'Oréal,Fashion,3,Global Imports Ltd.,1,139.04,182.95,0.24,True,139.04,0.19,26.42,BARGELD,10,Mitarbeiter 10,4.0,Promotion 4
77377c11-7804-41dd-a670-362f840f0156,INV-71474,03-08-2025,10:47:16,COMPLETED,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,3.0,Klaus Müller,klaus.müller@web.de,Bronze,27,Rimowa Makeup 1,Beauty,Makeup,Rimowa,Health & Beauty,1,Deutsche Waren GmbH,1,96.81,96.81,0.0,False,96.81,0.19,18.39,EC-KARTE,5,Mitarbeiter 5,,
51b7faa5-805e-4ee2-8c6f-5daf4c1658e4,INV-82684,2025-01-24,11:55:51,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,19.0,Birgit Fischer,,Silber,28,Copy of Braun Makeup 2,Beauty,Makeup,Braun,Health & Beauty,1,DW GmbH,1,69.03,69.03,0.0,False,69.03,0.19,13.12,Bargeld,8,Mitarbeiter 8,,
d5b328e5-01a4-4bc9-aedb-b5ac03719fd9,INV-59015,2024-11-05,06:19:37,completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,18.0,Alex Weber,alex.weber@gmail.com,Platin,29,Samsung Fragrance 1,Beauty,Fragrance,Samsung,Health & Beauty,1,DW GmbH,3,11.02,11.02,0.0,False,33.06,0.19,6.28,Bargeld,7,Mitarbeiter 7,5.0,Promotion 5
6f0d6d7b-8fa9-45fa-bf0b-9688fe25b7bb,INV-12490,2024-10-18,21:29:21,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,,,,,42,Siemens Gifts 2,Miscellaneous,Gifts,Siemens,,3,Global Imports Ltd.,1,198.76,276.06,0.28,True,198.76,0.19,37.76,Mobile Zahlung,1,Mitarbeiter 1,,
0675edd5-454f-43cb-a8b3-3a59ab52c4b9,INV-85372,2025-02-21,17:22:24,Completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,19.0,Birgit Fischer,birgit.fischer@outlook.com,Silber,16,Adidas Footwear 2,Clothing,Footwear,Adidas,Fashion,1,Deutsche Waren GmbH,1,30.58,30.58,0.0,False,30.58,0.19,5.81,Mobile Zahlung,1,Mitarbeiter 1,,
90b6c1b3-7aca-422e-b6b0-fd1d1c5a6f1e,INV-15706,2025-02-01,11:41:47,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,,Stefan Schneider,stefan.schneider@gmx.de,Bronze,43,Unilever Seasonal 1,Miscellaneous,Seasonal,Unilever,,3,Global Imports Ltd.,2,139.3,139.3,0.0,False,278.6,0.19,52.93,Gutschein,7,Mitarbeiter 7,,
c3f145cd-a854-4695-bd6c-369d17c35109,INV-99742,2024-10-16,17:53:08,Completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,16.0,Alex Schmidt,alex.schmidt30@gmx.de,Silber,32,Copy of Nike Haircare 2,Beauty,Haircare,Nike,Home & Living,3,Global Imports Ltd.,2,265.6,265.6,0.0,False,531.2,0.19,100.93,Bargeld,3,Mitarbeiter 3,,
19016acb-1a37-45f6-8bf3-56634c33daa6,INV-35048,2025-03-08,21:23:20,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,30.0,Kim Fischer,kim.fischer@gmx.de,Bronze,3,Braun Laptops 1,Electronics,Laptops,Braun,Electronics,1,Deutsche Waren GmbH,1,85.14,90.57,0.06,True,85.14,0.19,16.18,Gutschein,1,Mitarbeiter 1,,
97bf7d07-3bf8-4240-a12a-b3931ed96528,INV-20828,2025-02-08,20:28:43,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,24.0,Andrea Fischer,andrea.fischer@gmx.de,Bronze,28,Braun Makeup 2,Beauty,Makeup,Braun,Health & Beauty,1,DW GmbH,3,69.03,69.03,0.0,False,207.09,0.19,39.35,Mobile Zahlung,9,Mitarbeiter 9,,
18f947c8-b5c6-4e07-bea4-4ab36e09cea7,INV-67008,2025-03-10,20:14:00,Completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,7.0,Kim Müller,kim.müller@outlook.com,Gold,6,Siemens Accessories 2,Electronics,Accessories,Siemens,Electronics,2,EuroDistribution AG,1,204.34,204.34,0.0,False,204.34,0.19,38.82,Mobile Zahlung,6,Mitarbeiter 6,,
39eb353d-42d6-46ff-a9ca-a5e5cf28cde4,INV-99006,2024-10-27,07:53:49,Completed,1,OEZ München,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,35.0,Mika Weber,mika.weber#gmx.de,Bronze,15,Copy of H&M Footwear 1,Clothing,Footwear,H&M,Fashion,1,DW GmbH,2,N/A,216.75,0.2,True,346.8,0.19,65.89,BARGELD,10,Mitarbeiter 10,2.0,Promotion 2
ceecdd65-58b5-4655-93f7-7af4395b32b8,INV-47431,2024-10-27,15:51:51,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,26.0,Kai Fischer,kai.fischer@web.de,Bronze,21,Adidas Decor 1,Home,Decor,Adidas,Home & Living,1,DW GmbH,2,227.71,295.73,0.23,True,455.42,0.19,86.53,Bargeld,8,Mitarbeiter 8,5.0,Promotion 5
d456f539-2176-4215-b49a-f965d60d3d6b,INV-93584,2024-11-07,06:03:57,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,29.0,Alex Schneider,alex.schneider19@web.de,Silber,6,Siemens Accessories 2,Electronics,Accessories,Siemens,Electronics,2,EuroDistribution AG,2,204.34,204.34,0.0,False,408.68,0.19,77.65,Bargeld,3,Mitarbeiter 3,,
1acc1f20-0858-4f9b-ac14-ff2659b476f2,INV-63665,2025-04-09,03:29:30,Completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,33.0,Alex Weber,alex.weber#gmail.com,Platin,2,Adidas Smartphones 2,Electronics,Smartphones,Adidas,Electronics,1,DW GmbH,1,172.75,172.75,0.0,False,172.75,0.19,32.82,Kreditkarte,8,Mitarbeiter 8,,
f96acc23-bcb1-42b5-8b82-9e6869f33ec8,INV-77908,2025-02-06,10:37:18,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,34.0,Andrea Weber,andrea.weber55@gmx.de,Silber,23,Rimowa Bedding 1,Home,Bedding,Rimowa,Home & Living,1,DW GmbH,1,33.22,33.22,0.0,False,33.22,0.19,6.31,Gutschein,1,Mitarbeiter 1,,
be6583a7-9a35-4c51-b9b8-9cc33cee3252,INV-86106,2025-02-18,12:02:02,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,,,,,34,Zara Delicatessen 2,Food,Delicatessen,Zara,Food & Beverage,1,Deutsche Waren GmbH,3,88.34,111.82,0.21,True,265.02,0.19,50.35,GUTSCHEIN,3,Mitarbeiter 3,,
142e3cc4-f000-4c2a-a46b-a1da5b5813b5,INV-92203,2025-01-30,17:55:09,completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,,,,,3,Braun Laptops 1,Electronics,Laptops,Braun,Electronics,1,Deutsche Waren GmbH,2,71.55,90.57,0.21,True,143.1,0.19,27.19,mobile zahlung,1,Mitarbeiter 1,,
8c298f8e-e09b-4dc3-9f89-27b3f3c7ca13,INV-55268,2024-11-26,21:35:30,Canceled,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,20.0,Petra Fischer,petra.fischer12@gmx.de,Silber,30,Nike Fragrance 2,Beauty,Fragrance,Nike,Health & Beauty,2,EuroDistribution AG,1,168.21,168.21,0.0,False,168.21,0.19,31.96,bargeld,6,Mitarbeiter 6,,
108bd3a2-1a64-475e-8007-504805f1365e,INV-34881,01-22-2025,22:03:08,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,,Robin Schneider,robin.schneider25@gmail.com,Silber,18,Miele Kitchen 2,Home,Kitchen,Miele,Home & Living,1,DW GmbH,1,103.26,145.43,0.29,True,103.26,0.19,19.62,EC-Karte,10,Mitarbeiter 10,,
4f38a2aa-dc37-4f48-967c-30d1a0e60a5e,INV-66482,2025-01-11,14:21:39,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,6.0,Michael Fischer,michael.fischer@gmx.de,Gold,26,Hugo Boss Skincare 2,Beauty,Skincare,Hugo Boss,Health & Beauty,3,Global Imports Ltd.,1,241.35,280.64,0.14,True,241.35,0.19,45.86,MOBILE ZAHLUNG,1,Mitarbeiter 1,,
f0c840dc-3e28-4618-b312-7bbb3e002de0,INV-54444,2024-12-25,09:46:36,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,shopping center,56000,10,Moosach,80992,13.0,Alex Fischer,alex.fischer@gmail.com,Bronze,24,Miele Bedding 2,Home,Bedding,Miele,Home & Living,2,EuroDistribution AG,1,200.63,200.63,0.0,False,200.63,0.19,38.12,Gutschein,2,Mitarbeiter 2,,
44832b13-c88f-40bd-ac97-85962fdb6ef3,INV-49221,2025-01-30,06:21:32,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,3.0,Klaus Müller,klaus.müller@web.de,Bronze,3,Braun Laptops 1,Electronics,Laptops,Braun,Electronics,1,Deutsche Waren GmbH,1,90.57,90.57,0.0,False,90.57,0.19,17.21,Bargeld,6,Mitarbeiter 6,5.0,Promotion 5
2a1d0dc5-870f-43a6-afbf-de111b8b44aa,INV-85821,2025-01-09,23:51:24,Completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,2.0,Kim Fischer,,Bronze,24,Miele Bedding 2,Home,Bedding,Miele,Home & Living,2,EuroDistribution AG,1,200.63,200.63,0.0,False,200.63,0.19,38.12,Kreditkarte,5,Mitarbeiter 5,,
a1a8796c-2822-47f5-ac11-8c304ca6b5b9,INV-90147,2024-11-13,12:19:52,Completed,1,OEZ München,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,25.0,Robin Weber,robin.weber@web.de,Silber,10,L'Oréal Men's 2,Clothing,Men's,L'Oréal,Fashion,3,Global Imports Ltd.,2,182.95,182.95,0.0,False,365.9,0.19,69.52,Mobile Zahlung,4,Mitarbeiter 4,,
788885ff-483e-4b2e-adf7-0fa8b54b19eb,INV-46569,2024-10-25,00:46:27,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,21.0,Stefan Fischer,stefan.fischer@outlook.com,Gold,43,Unilever Seasonal 1,Miscellaneous,Seasonal,Unilever,,3,Global Imports Ltd.,1,139.3,139.3,0.0,False,139.3,0.19,26.47,Bargeld,4,Mitarbeiter 4,,
6a88a2f4-1a50-4cec-8a5d-ce85bde11d1a,INV-29198,2024-12-06,09:24:50,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,city center,8500,1,Altstadt-Lehel,80331,33.0,Alex Weber,alex.weber#gmail.com,Platin,21,Adidas Decor 1,Home,Decor,Adidas,Home & Living,1,DW GmbH,1,295.73,295.73,0.0,False,295.73,0.19,56.19,Gutschein,7,Mitarbeiter 7,,
eeed18f1-4449-41c7-aaae-5dab5e512bd5,INV-79604,2024-12-15,04:00:34,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,31.0,Kai Müller,kai.müller#gmx.de,Silber,14,Unilever Children's 2,Clothing,Children's,Unilever,Fashion,2,EuroDistribution AG,1,232.08,232.08,0.0,,232.08,0.19,44.1,Gutschein,1,Mitarbeiter 1,,
c8d0590a-3459-4091-8b53-fd54a9865dec,INV-21725,2024-12-12,06:35:15,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,9.0,Alex Müller,alex.müller@gmx.de,Silber,1,Adidas Smartphones 1,Electronics,Smartphones,Adidas,Electronics,1,Deutsche Waren GmbH,4,177.78,225.04,0.21,,711.12,0.19,135.11,Bargeld,1,Mitarbeiter 1,,
2dc8d0f5-7cf2-4b38-a113-d057d4681cb1,INV-11214,2025-03-15,21:09:29,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,,,,,12,Nike Women's 2,Clothing,Women's,Nike,Fashion,2,EuroDistribution AG,1,157.22,157.22,0.0,False,157.22,0.19,29.87,EC-Karte,5,Mitarbeiter 5,,
e4001add-c4eb-4953-8415-0e356d5f5383,INV-48669,2024-12-13,03:06:03,completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,,,,,35,Birkenstock Beverages 1,Food,Beverages,Birkenstock,Food & Beverage,1,Deutsche Waren GmbH,1,111.53,136.01,0.18,True,111.53,0.19,21.19,Mobile Zahlung,3,Mitarbeiter 3,3.0,Promotion 3
5fe5f511-2cb8-4ba5-9909-9ec44e2dc509,INV-49576,2025-03-16,22:16:19,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,,,,,33,H&M Delicatessen 1,Food,Delicatessen,H&M,Food & Beverage,2,EuroDistribution AG,1,47.51,67.87,0.3,True,47.51,0.19,9.03,Mobil Zahlung,5,Mitarbeiter 5,,
f8dc2970-eaf3-49e0-b940-76499447aa67,INV-38947,2024-12-17,12:59:03,completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,8.0,Robin Schneider,robin.schneider25@gmail.com,Silber,30,Nike Fragrance 2,Beauty,Fragrance,Nike,Health & Beauty,2,EuroDistribution AG,N/A,168.21,168.21,0.0,False,168.21,0.19,31.96,Kreditkarte,5,Mitarbeiter 5,,
8da2dc2a-31b2-4336-a82b-45d75a6bef54,INV-24707,2025-02-25,09:56:01,completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,31.0,Kai Müller,kai.müller#gmx.de,Silber,18,Copy of Miele Kitchen 2,Home,Kitchen,Miele,Home & Living,1,DW GmbH,1,129.43,145.43,0.11,True,129.43,0.19,24.59,Mobil Zahlung,6,Mitarbeiter 6,5.0,Promotion 5
1fa731c2-5f72-46e7-a47d-7122366bb04b,INV-17567,2025-01-24,21:47:25,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,34.0,Andrea Weber,andrea.weber55@gmx.de,Silber,29,Samsung Fragrance 1,Beauty,Fragrance,Samsung,Health & Beauty,1,DW GmbH,1,11.02,11.02,0.0,,11.02,0.19,2.09,Mobile Zahlung,7,Mitarbeiter 7,,
838c07c9-e293-4c60-9c48-7b6fc45f9104,INV-33590,2024-10-17,17:46:03,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,,,,,15,Copy of H&M Footwear 1,Clothing,Footwear,H&M,Fashion,1,DW GmbH,1,216.75,216.75,0.0,,216.75,0.19,41.18,kreditkarte,8,Mitarbeiter 8,4.0,Promotion 4
11db77df-1e8a-4003-9730-f6a0e7f12ade,INV-26691,2025-02-07,01:55:27,Completed,4,Hofstatt München,Sendlinger Straße 10,city center,15500,1,Altstadt-Lehel,80331,25.0,Robin Weber,robin.weber@web.de,Silber,29,Samsung Fragrance 1,Beauty,Fragrance,Samsung,Health & Beauty,1,DW GmbH,3,11.02,11.02,0.0,False,33.06,0.19,6.28,BARGELD,9,Mitarbeiter 9,,
448a9a1a-9c27-483e-8743-39706f661873,INV-12050,2025-04-12,12:05:18,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,28.0,Kai Weber,kai.weber88@gmx.de,Gold,35,Birkenstock Beverages 1,Food,Beverages,Birkenstock,Food & Beverage,1,Deutsche Waren GmbH,1,136.01,136.01,0.0,False,136.01,0.19,25.84,KREDITKARTE,7,Mitarbeiter 7,,
